inspection_id,product_id,inspection_date,result,failure_reason,notes
1311,645,2025-05-22,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1312,645,2025-10-29,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1313,646,2025-10-18,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
1314,646,2025-05-08,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
1315,646,2025-08-08,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1316,647,2025-11-25,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1317,647,2025-10-31,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1318,648,2025-11-13,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1319,649,2026-03-24,fail,Damaged packaging,"Packaging damage observed during inspection, creating contamination and handling risk."
1320,649,2025-05-15,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1321,650,2025-10-07,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1322,650,2025-06-22,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1323,650,2025-10-01,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
1324,651,2026-03-05,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1325,651,2026-01-09,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1326,651,2025-12-22,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1327,652,2025-12-30,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
1328,652,2026-01-21,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1329,653,2025-09-25,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1330,654,2025-06-28,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1331,654,2026-04-30,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1332,655,2025-06-22,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
1333,656,2026-01-28,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1334,656,2025-06-10,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
1335,656,2025-08-30,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1336,657,2026-04-01,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
1337,657,2025-07-27,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1338,658,2026-03-07,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1339,658,2026-03-09,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1340,658,2025-05-13,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
1341,659,2026-01-22,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
1342,659,2025-10-26,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1343,659,2025-06-21,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1344,660,2025-12-18,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1345,661,2025-06-08,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1346,661,2025-07-16,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
1347,662,2026-03-25,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
1348,663,2026-05-06,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
1349,663,2026-04-11,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1350,663,2025-08-29,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1351,664,2026-01-18,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
1352,664,2026-02-01,fail,Barcode unreadable,"Barcode could not be scanned clearly, affecting inventory and traceability compliance."
1353,664,2025-07-27,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1354,665,2025-12-22,fail,Missing certification,Required certification documentation missing from product packaging and retail records.
1355,665,2026-03-15,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1356,665,2025-12-02,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
1357,666,2026-03-16,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1358,666,2026-03-20,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1359,667,2025-09-30,fail,Leakage detected,"Product leakage identified during inspection, affecting safety and packaging integrity."
1360,667,2026-03-04,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1361,668,2025-09-25,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1362,668,2025-09-18,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1363,668,2026-03-05,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1364,669,2025-12-23,pass,,"Inspection completed successfully with no visible contamination, leakage, or compliance concerns."
1365,670,2026-01-21,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
1366,671,2025-07-01,pass,,"Retail inspection passed with compliant labeling, batch details, and safe packaging condition."
1367,672,2025-08-18,pass,,Product packaging intact with expiry labeling and consumer information clearly visible.
1368,672,2025-07-07,fail,Expired product,Expiry date had passed while product remained available for consumer purchase.
1369,673,2025-05-22,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1370,673,2025-12-13,pass,,"Labeling complete, packaging sealed, barcode verified, and product suitable for retail display."
1371,673,2025-06-21,pass,,Product verified for sale with complete manufacturer information and undamaged packaging.
